word,level,pos_x,headword_x,pos_y,CEFR_x,CoreInventory 1,CoreInventory 2,Threshold,headword_y,pos,CEFR_y,notes,ID,Shorthand Code,Grammatical Item,Sentence Type,CEFR-J Level,FREQ*DISP,Core Inventory,EGP,GSELO,Notes,AfterDot,Shorthand Split,Shorthand Clean
will,A1,modal verb,will,noun,B2,,,,,,,,141-3,MD.will.INT.NEG,MODAL/AUX: will,NEG. INT.,,,A2-B2,,,文頭(相当)または接続詞直後の位置・疑問符で終わる文に限定;動詞がV.Pと誤認識されていることもある,will.INT.NEG,will,will
win,A1,verb,win,noun,B2,,,,,,,,,,,,,,,,,,,,
win,A1,verb,win,verb,A1,,,,,,,,,,,,,,,,,,,,
window,A1,noun,window,noun,A1,Objects and rooms,,"House and home, environment",,,,,,,,,,,,,,,,,
wine,A1,noun,wine,noun,A2,Food and drink,,Food and drink,,,,,,,,,,,,,,,,,
winter,A1,noun,winter,noun,A1,,,,,,,,,,,,,,,,,,,,
with,A1,preposition,with,preposition,A1,,,,,,,,,,,,,,,,,,,,
without,A1,preposition,without,preposition,A2,,,,,,,,,,,,,,,,,,,,
woman,A1,noun,woman,noun,A1,,,Personal identification,,,,,,,,,,,,,,,,,
wonderful,A1,adjective,wonderful,adjective,A1,,,,,,,,,,,,,,,,,,,,
word,A1,noun,word,noun,A1,Books and literature,,Services,,,,,,,,,,,,,,,,,
work,A1,"verb, noun",work,noun,A1,Work and Jobs,,Daily life,,,,,,,,,,,,,,,,,
work,A1,"verb, noun",work,verb,A1,,,,,,,,,,,,,,,,,,,,
worker,A1,noun,worker,noun,A1,Work and Jobs,,Personal identification,,,,,,,,,,,,,,,,,
world,A1,noun,world,noun,A1,Nationalities and countries,,"House and home, environment",,,,,,,,,,,,,,,,,
would,A1,modal verb,would,modal auxiliary,A1,,,,,,,,142,MD.would.AFF,MODAL/AUX: would,AFF. DEC.,A2.1,A1,B1-B2,A1-C2,"A1,B1,B2",,would.AFF,would,would
would,A1,modal verb,would,modal auxiliary,A1,,,,,,,,142-1,MD.would.NEG,MODAL/AUX: would,NEG. DEC.,B2.1,B1,B1-B2,"A2, B1","A1,A2,B1",,would.NEG,would,would
would,A1,modal verb,would,modal auxiliary,A1,,,,,,,,142-2,MD.would.INT.AFF,MODAL/AUX: would,AFF. INT.,,B1,B1-B2,"A2, B1",A2,文頭(相当)または接続詞直後の位置・疑問符で終わる文に限定,would.INT.AFF,would,would
would,A1,modal verb,would,modal auxiliary,A1,,,,,,,,142-3,MD.would.INT.NEG,MODAL/AUX: would,NEG. INT.,,,B1-B2,,,文頭(相当)または接続詞直後の位置・疑問符で終わる文に限定,would.INT.NEG,would,would
write,A1,verb,write,verb,A1,,,,,,,,,,,,,,,,,,,,
writer,A1,noun,writer,noun,A1,Work and Jobs,Books and literature,Personal identification,,,,,,,,,,,,,,,,,
writing,A1,noun,writing,noun,A2,Education,,Education,,,,,,,,,,,,,,,,,
wrong,A1,adjective,wrong,adjective,A1,,,,,,,,,,,,,,,,,,,,
wrong,A1,adjective,wrong,adverb,A2,,,,,,,,,,,,,,,,,,,,
yeah,A1,exclamation,yeah,adverb,A2,,,,,,,,,,,,,,,,,,,,
year,A1,noun,year,noun,A1,,,,,,,,,,,,,,,,,,,,
yellow,A1,"adjective, noun",yellow,adjective,A1,,,,,,,,,,,,,,,,,,,,
yellow,A1,"adjective, noun",yellow,noun,A1,Colours,,,,,,,,,,,,,,,,,,,
yes,A1,exclamation,yes,adverb,A1,,,,,,,,,,,,,,,,,,,,
yesterday,A1,"adverb, noun",yesterday,adverb,A1,,,,,,,,,,,,,,,,,,,,
you,A1,pronoun,you,pronoun,A1,,,,,,,,,,,,,,,,,,,,
young,A1,adjective,young,adjective,A1,,,,,,,,,,,,,,,,,,,,
your,A1,determiner,your,determiner,A1,,,,,,,,,,,,,,,,,,,,
yourself,A1,pronoun,yourself,pronoun,A1,,,,,,,,,,,,,,,,,,,,
ability,A2,noun,ability,noun,A2,,,,,,,,,,,,,,,,,,,,
able,A2,adjective,able,adjective,B1,,,,,,,,,,,,,,,,,,,,
abroad,A2,adverb,abroad,adverb,A2,,,,,,,,,,,,,,,,,,,,
accept,A2,verb,accept,verb,A2,,,,,,,,,,,,,,,,,,,,
accident,A2,noun,accident,noun,A2,"News, lifestyles and current affairs",,Health and body care,,,,,,,,,,,,,,,,,
according,A2,,,,,,,,,,,,,,,,,,,,,,,,
achieve,A2,verb,achieve,verb,A2,,,,,,,,,,,,,,,,,,,,
act,A2,verb,act,noun,A2,Hobbies and pastimes,,"Free time, entertainment",,,,,,,,,,,,,,,,,
act,A2,verb,act,verb,B1,,,,,,,,,,,,,,,,,,,,
active,A2,adjective,active,adjective,B1,,,,,,,,,,,,,,,,,,,,
actually,A2,adverb,actually,adverb,A2,,,,,,,,,,,,,,,,,,,,
adult,A2,adjective,adult,adjective,A2,,,,,,,,,,,,,,,,,,,,
adult,A2,adjective,adult,noun,A2,,,Personal identification,,,,,,,,,,,,,,,,,
advantage,A2,noun,advantage,noun,A2,Work and Jobs,,,,,,,,,,,,,,,,,,,
adventure,A2,noun,adventure,noun,A2,Books and literature,,"Free time, entertainment",,,,,,,,,,,,,,,,,
advertise,A2,verb,advertise,verb,B1,,,,,,,,,,,,,,,,,,,,
advertisement,A2,noun,advertisement,noun,A2,Shopping,,Services,,,,,,,,,,,,,,,,,
advertising,A2,noun,advertising,noun,A2,Shopping,,Services,,,,,,,,,,,,,,,,,
affect,A2,verb,affect,verb,B1,,,,,,,,,,,,,,,,,,,,
after,A2,"conjunction, adverb",after,adverb,A2,,,,,,,,,,,,,,,,,,,,
after,A2,"conjunction, adverb",after,conjunction,B1,,,,,,,,,,,,,,,,,,,,
after,A2,"conjunction, adverb",after,preposition,A1,,,,,,,,,,,,,,,,,,,,
against,A2,preposition,against,preposition,A2,,,,,,,,,,,,,,,,,,,,
ah,A2,exclamation,,,,,,,,,,,,,,,,,,,,,,,
airline,A2,noun,airline,noun,B1,Travel and services vocab,,Travel,,,,,,,,,,,,,,,,,
alive,A2,adjective,alive,adjective,A2,,,,,,,,,,,,,,,,,,,,
all,A2,adverb,all,adverb,A2,,,,,,,,,,,,,,,,,,,,
all,A2,adverb,all,determiner,A1,,,,,,,,,,,,,,,,,,,,
all,A2,adverb,all,pronoun,A1,,,,,,,,,,,,,,,,,,,,
all,A2,"NA, adverb, exclamation",all,adverb,A2,,,,,,,,,,,,,,,,,,,,
all,A2,"NA, adverb, exclamation",all,determiner,A1,,,,,,,,,,,,,,,,,,,,
all,A2,"NA, adverb, exclamation",all,pronoun,A1,,,,,,,,,,,,,,,,,,,,
allow,A2,verb,allow,verb,A2,,,,,,,,,,,,,,,,,,,,
almost,A2,adverb,almost,adverb,A1,,,,,,,,,,,,,,,,,,,,
alone,A2,"adjective, adverb",alone,adjective,A2,,,,,,,,,,,,,,,,,,,,
alone,A2,"adjective, adverb",alone,adverb,A1,,,,,,,,,,,,,,,,,,,,
along,A2,"preposition, adverb",along,adverb,A1,,,,,,,,,,,,,,,,,,,,
along,A2,"preposition, adverb",along,preposition,A2,,,,,,,,,,,,,,,,,,,,
already,A2,adverb,already,adverb,A1,,,,,,,,,,,,,,,,,,,,
alternative,A2,noun,alternative,adjective,B1,,,,,,,,,,,,,,,,,,,,
alternative,A2,noun,alternative,noun,B1,,,,,,,,,,,,,,,,,,,,
although,A2,conjunction,although,conjunction,A2,,,,,,,,,,,,,,,,,,,,
among,A2,preposition,among,preposition,A2,,,,,,,,,,,,,,,,,,,,
amount,A2,noun,amount,noun,B1,,,,,,,,,,,,,,,,,,,,
ancient,A2,adjective,ancient,adjective,A2,,,,,,,,,,,,,,,,,,,,
ankle,A2,noun,ankle,noun,A2,Personal information,,Health and body care,,,,,,,,,,,,,,,,,
any,A2,adverb,any,determiner,A1,,,,,,,,15,DT.some.any,DETERMINERS: some/any,,A1.1,A1,A1-A2,A1,A2,代名詞としての用法も含まれる,some.any,any,any
any,A2,adverb,any,pronoun,A1,,,,,,,,15,DT.some.any,DETERMINERS: some/any,,A1.1,A1,A1-A2,A1,A2,代名詞としての用法も含まれる,some.any,any,any
anybody,A2,pronoun,anybody,pronoun,A1,,,,,,,,,,,,,,,,,,,,
any,A2,,any,determiner,A1,,,,,,,,15,DT.some.any,DETERMINERS: some/any,,A1.1,A1,A1-A2,A1,A2,代名詞としての用法も含まれる,some.any,any,any
any,A2,,any,pronoun,A1,,,,,,,,15,DT.some.any,DETERMINERS: some/any,,A1.1,A1,A1-A2,A1,A2,代名詞としての用法も含まれる,some.any,any,any
anyway,A2,adverb,anyway,adverb,A2,,,,,,,,,,,,,,,,,,,,
anywhere,A2,"adverb, pronoun",anywhere,adverb,A2,,,,,,,,,,,,,,,,,,,,
app,A2,noun,,,,,,,,,,,,,,,,,,,,,,,
appear,A2,verb,appear,verb,A2,,,,,,,,,,,,,,,,,,,,
appearance,A2,noun,appearance,noun,A2,,,,,,,,,,,,,,,,,,,,
apply,A2,verb,apply,verb,A2,,,,,,,,,,,,,,,,,,,,
architect,A2,noun,architect,noun,B1,Work and Jobs,,Personal identification,,,,,,,,,,,,,,,,,
architecture,A2,noun,architecture,noun,A2,"Things in the town, shops and shopping",Arts,"House and home, environment",,,,,,,,,,,,,,,,,
argue,A2,verb,argue,verb,A2,,,,,,,,,,,,,,,,,,,,
argument,A2,noun,argument,noun,A2,,,,,,,,,,,,,,,,,,,,
army,A2,noun,army,noun,B1,Work and Jobs,"Things in the town, shops and shopping",Relations with other people,,,,,,,,,,,,,,,,,
arrange,A2,verb,arrange,verb,B1,,,,,,,,,,,,,,,,,,,,
arrangement,A2,noun,arrangement,noun,B1,,,,,,,,,,,,,,,,,,,,
as,A2,"adverb, conjunction",as,conjunction,A2,,,,,,,,157,CL.as,ADVERBIAL CLAUSE: as,,A2.1,A2,,B2,,前置詞のasも完全に排除はできない,as,as,as
as,A2,"adverb, conjunction",as,conjunction,A2,,,,,,,,182,PREL.as,PSEUDO RELATIVE PRONOUN: as,,,B2,,,,(助)動詞が後続するものに限定,as,as,as
as,A2,"adverb, conjunction",as,preposition,A1,,,,,,,,157,CL.as,ADVERBIAL CLAUSE: as,,A2.1,A2,,B2,,前置詞のasも完全に排除はできない,as,as,as
as,A2,"adverb, conjunction",as,preposition,A1,,,,,,,,182,PREL.as,PSEUDO RELATIVE PRONOUN: as,,,B2,,,,(助)動詞が後続するものに限定,as,as,as
asleep,A2,adjective,asleep,adjective,A2,,,,,,,,,,,,,,,,,,,,
assistant,A2,"noun, adjective",assistant,adjective,A2,,,,,,,,,,,,,,,,,,,,
assistant,A2,"noun, adjective",assistant,noun,B1,Work and Jobs,,Personal identification,,,,,,,,,,,,,,,,,
athlete,A2,noun,athlete,noun,A2,Work and Jobs,Leisure activities,Personal identification,,,,,,,,,,,,,,,,,
attack,A2,"noun, verb",attack,noun,A2,"News, lifestyles and current affairs",,Relations with other people,,,,,,,,,,,,,,,,,
attack,A2,"noun, verb",attack,verb,A2,,,,,,,,,,,,,,,,,,,,
attend,A2,verb,attend,verb,B1,,,,,,,,,,,,,,,,,,,,
attention,A2,"noun, exclamation",attention,noun,A2,,,,,,,,,,,,,,,,,,,,
attractive,A2,adjective,attractive,adjective,A2,,,,,,,,,,,,,,,,,,,,
audience,A2,noun,audience,noun,A2,Media,,"Free time, entertainment",,,,,,,,,,,,,,,,,
author,A2,noun,author,noun,A2,Education,,"Free time, entertainment",,,,,,,,,,,,,,,,,
available,A2,adjective,available,adjective,B1,,,,,,,,,,,,,,,,,,,,
average,A2,"adjective, noun",average,adjective,A2,,,,,,,,,,,,,,,,,,,,
average,A2,"adjective, noun",average,noun,A2,,,,,,,,,,,,,,,,,,,,
avoid,A2,verb,avoid,verb,A2,,,,,,,,,,,,,,,,,,,,
award,A2,noun,award,noun,A2,Media,,"Free time, entertainment",,,,,,,,,,,,,,,,,
award,A2,noun,award,verb,B1,,,,,,,,,,,,,,,,,,,,
awful,A2,adjective,awful,adjective,A2,,,,,,,,,,,,,,,,,,,,
back,A2,adjective,back,adjective,A2,,,,,,,,,,,,,,,,,,,,
back,A2,adjective,back,adverb,A1,,,,,,,,,,,,,,,,,,,,
back,A2,adjective,back,noun,A1,,,Health and body care,,,,,,,,,,,,,,,,,
back,A2,adjective,back,verb,B1,,,,,,,,,,,,,,,,,,,,
background,A2,noun,background,noun,A2,Personal information,,,,,,,,,,,,,,,,,,,
badly,A2,adverb,badly,adverb,A2,,,,,,,,,,,,,,,,,,,,
bar,A2,noun,bar,noun,A1,"Things in the town, shops and shopping",,Food and drink,,,,,,,,,,,,,,,,,
bar,A2,noun,bar,verb,B1,,,,,,,,,,,,,,,,,,,,
baseball,A2,noun,baseball,noun,A1,Hobbies and pastimes,,"Free time, entertainment",,,,,,,,,,,,,,,,,
based,A2,adjective,,,,,,,,,,,,,,,,,,,,,,,
basketball,A2,noun,basketball,noun,A1,Hobbies and pastimes,,"Free time, entertainment",,,,,,,,,,,,,,,,,
bean,A2,noun,bean,noun,A1,Food and drink,,Food and drink,,,,,,,,,,,,,,,,,
bear,A2,noun,bear,noun,A1,,,,,,,,,,,,,,,,,,,,
bear,A2,noun,bear,verb,A2,,,,,,,,,,,,,,,,,,,,
beat,A2,verb,beat,noun,B2,,,,,,,,,,,,,,,,,,,,
beat,A2,verb,beat,verb,B1,,,,,,,,,,,,,,,,,,,,
beef,A2,noun,beef,noun,A1,Food and drink,,Food and drink,,,,,,,,,,,,,,,,,
before,A2,"conjunction, adverb",before,adverb,A1,,,,,,,,,,,,,,,,,,,,
before,A2,"conjunction, adverb",before,conjunction,A2,,,,,,,,,,,,,,,,,,,,
before,A2,"conjunction, adverb",before,preposition,A1,,,,,,,,,,,,,,,,,,,,
behave,A2,verb,behave,verb,B1,,,,,,,,,,,,,,,,,,,,
behaviour,A2,noun,,,,,,,,,,,,,,,,,,,,,,,
belong,A2,verb,belong,verb,A2,,,,,,,,,,,,,,,,,,,,
belt,A2,noun,belt,noun,A2,,,Shopping,,,,,,,,,,,,,,,,,
benefit,A2,noun,benefit,noun,B1,Work and Jobs,,,,,,,,,,,,,,,,,,,
benefit,A2,noun,benefit,verb,B2,,,,,,,,,,,,,,,,,,,,
best,A2,"adverb, noun",best,adjective,A1,,,,,,,,,,,,,,,,,,,,
best,A2,"adverb, noun",best,adverb,A1,,,,,,,,,,,,,,,,,,,,
better,A2,adverb,better,adjective,A1,,,,,,,,,,,,,,,,,,,,
better,A2,adverb,better,adverb,A2,,,,,,,,,,,,,,,,,,,,
between,A2,adverb,between,preposition,A1,,,,,,,,,,,,,,,,,,,,
billion,A2,,billion,noun,B2,,,,,,,,,,,,,,,,,,,,
bin,A2,noun,bin,noun,B1,Objects and rooms,,"House and home, environment",,,,,,,,,,,,,,,,,
biology,A2,noun,biology,noun,B1,Education,,Education,,,,,,,,,,,,,,,,,
birth,A2,noun,birth,noun,A1,Family life,,Daily life,,,,,,,,,,,,,,,,,
biscuit,A2,noun,biscuit,noun,A1,Food and drink,,Food and drink,,,,,,,,,,,,,,,,,
bit,A2,noun,bit,noun,A2,Collocation,,Language,,,,,,,,,,,,,,,,,
blank,A2,"adjective, noun",blank,adjective,A1,,,,,,,,,,,,,,,,,,,,
blood,A2,noun,blood,noun,A2,,,,,,,,,,,,,,,,,,,,
blow,A2,verb,blow,noun,A2,,,,,,,,,,,,,,,,,,,,
blow,A2,verb,blow,verb,A1,,,,,,,,,,,,,,,,,,,,
board,A2,noun,board,noun,A1,Objects and rooms,,"House and home, environment",,,,,,,,,,,,,,,,,
board,A2,noun,board,verb,B1,,,,,,,,,,,,,,,,,,,,
boil,A2,verb,boil,verb,A2,,,,,,,,,,,,,,,,,,,,
bone,A2,noun,bone,noun,A1,,,,,,,,,,,,,,,,,,,,
book,A2,verb,book,noun,A1,Objects and rooms,,"Free time, entertainment",,,,,,,,,,,,,,,,,
book,A2,verb,book,verb,B1,,,,,,,,,,,,,,,,,,,,
borrow,A2,verb,borrow,verb,A1,,,,,,,,,,,,,,,,,,,,
boss,A2,noun,boss,noun,A2,Work and Jobs,,Personal identification,,,,,,,,,,,,,,,,,
bottom,A2,"noun, adjective",bottom,noun,A1,,,,,,,,,,,,,,,,,,,,
bowl,A2,noun,bowl,noun,A1,Objects and rooms,,Shopping,,,,,,,,,,,,,,,,,
bowl,A2,noun,bowl,verb,B1,,,,,,,,,,,,,,,,,,,,
brain,A2,noun,brain,noun,A1,,,Health and body care,,,,,,,,,,,,,,,,,
bridge,A2,noun,bridge,noun,A1,"Things in the town, shops and shopping",,"House and home, environment",,,,,,,,,,,,,,,,,
bright,A2,adjective,bright,adjective,A1,,,,,,,,,,,,,,,,,,,,
brilliant,A2,adjective,brilliant,adjective,A2,,,,,,,,,,,,,,,,,,,,
broken,A2,adjective,broken,adjective,A1,,,,,,,,,,,,,,,,,,,,
brush,A2,"verb, noun",brush,noun,A1,Education,Objects and rooms,Shopping,,,,,,,,,,,,,,,,,
brush,A2,"verb, noun",brush,verb,A1,,,,,,,,,,,,,,,,,,,,
burn,A2,verb,burn,noun,A2,,,,,,,,,,,,,,,,,,,,
burn,A2,verb,burn,verb,B1,,,,,,,,,,,,,,,,,,,,
businessman,A2,noun,businessman,noun,A2,Work and Jobs,,Personal identification,,,,,,,,,,,,,,,,,
button,A2,noun,button,noun,A1,Clothes,,Shopping,,,,,,,,,,,,,,,,,
camp,A2,"noun, verb",camp,noun,A1,Leisure activities,,"Free time, entertainment",,,,,,,,,,,,,,,,,
camp,A2,"noun, verb",camp,verb,A2,,,,,,,,,,,,,,,,,,,,
camping,A2,noun,camping,noun,A2,,,"Free time, entertainment",,,,,,,,,,,,,,,,,
,A2,noun,,,,,,,,,,,,,,,,,,,,,,,
care,A2,"noun, verb",care,noun,A1,,,Health and body care,,,,,,,,,,,,,,,,,
care,A2,"noun, verb",care,verb,B1,,,,,,,,,,,,,,,,,,,,
careful,A2,adjective,careful,adjective,A1,,,,,,,,,,,,,,,,,,,,
carefully,A2,adverb,carefully,adverb,A1,,,,,,,,,,,,,,,,,,,,
carpet,A2,noun,carpet,noun,B1,Objects and rooms,,"House and home, environment",,,,,,,,,,,,,,,,,
cartoon,A2,noun,cartoon,noun,A1,Hobbies and pastimes,,"Free time, entertainment",,,,,,,,,,,,,,,,,
case,A2,noun,case,noun,A1,Objects and rooms,,,,,,,,,,,,,,,,,,,
cash,A2,noun,cash,noun,A2,Shopping,,Services,,,,,,,,,,,,,,,,,
castle,A2,noun,castle,noun,A2,,,"House and home, environment",,,,,,,,,,,,,,,,,
catch,A2,verb,catch,noun,A1,,,,,,,,,,,,,,,,,,,,
catch,A2,verb,catch,verb,A1,,,,,,,,,,,,,,,,,,,,
cause,A2,"noun, verb",cause,noun,B2,,,,,,,,,,,,,,,,,,,,
cause,A2,"noun, verb",cause,verb,A2,,,,,,,,,,,,,,,,,,,,
celebrate,A2,verb,celebrate,verb,A1,,,,,,,,,,,,,,,,,,,,
celebrity,A2,noun,celebrity,noun,B1,Media,,Personal identification,,,,,,,,,,,,,,,,,
certain,A2,adjective,certain,adjective,A2,,,,,,,,,,,,,,,,,,,,
certainly,A2,adverb,certainly,adverb,A2,,,,,,,,,,,,,,,,,,,,
chance,A2,noun,chance,noun,A2,,,,,,,,,,,,,,,,,,,,
character,A2,noun,character,noun,A1,,,Personal identification,,,,,,,,,,,,,,,,,
charity,A2,noun,charity,noun,B1,,,,,,,,,,,,,,,,,,,,
chat,A2,"verb, noun",chat,noun,B1,,,"Free time, entertainment",,,,,,,,,,,,,,,,,
chat,A2,"verb, noun",chat,verb,A2,,,,,,,,,,,,,,,,,,,,
check,A2,noun,check,noun,A1,,,Services,,,,,,,,,,,,,,,,,
check,A2,noun,check,verb,A2,,,,,,,,,,,,,,,,,,,,
chef,A2,noun,chef,noun,A2,,,Personal identification,,,,,,,,,,,,,,,,,
chemistry,A2,noun,chemistry,noun,B1,Education,,Education,,,,,,,,,,,,,,,,,
chip,A2,noun,chip,noun,B2,,,,,,,,,,,,,,,,,,,,
choice,A2,noun,choice,noun,A2,,,,,,,,,,,,,,,,,,,,
church,A2,noun,church,noun,A1,"Things in the town, shops and shopping",,"House and home, environment",,,,,,,,,,,,,,,,,
cigarette,A2,noun,cigarette,noun,A2,Hobbies and pastimes,,"Free time, entertainment",,,,,,,,,,,,,,,,,
circle,A2,"noun, verb",circle,noun,A1,,,,,,,,,,,,,,,,,,,,
circle,A2,"noun, verb",circle,verb,B1,,,,,,,,,,,,,,,,,,,,
classical,A2,adjective,classical,adjective,B1,,,,,,,,,,,,,,,,,,,,
clear,A2,adjective,clear,adjective,A2,,,,,,,,,,,,,,,,,,,,
clear,A2,adjective,clear,verb,B1,,,,,,,,,,,,,,,,,,,,
clearly,A2,adverb,clearly,adverb,A2,,,,,,,,,,,,,,,,,,,,
clever,A2,adjective,clever,adjective,A1,,,,,,,,,,,,,,,,,,,,
climate,A2,noun,climate,noun,B1,,,Weather,,,,,,,,,,,,,,,,,
,A2,adjective,,,,,,,,,,,,,,,,,,,,,,,
closed,A2,adjective,closed,adjective,A1,,,,,,,,,,,,,,,,,,,,
clothing,A2,noun,clothing,noun,B2,,,Shopping,,,,,,,,,,,,,,,,,
cloud,A2,noun,cloud,noun,A1,,,Weather,,,,,,,,,,,,,,,,,
coach,A2,noun,coach,noun,A1,Ways of travelling,,Personal identification,,,,,,,,,,,,,,,,,
coach,A2,noun,coach,verb,B2,,,,,,,,,,,,,,,,,,,,
coast,A2,noun,coast,noun,A2,,,"House and home, environment",,,,,,,,,,,,,,,,,
coast,A2,noun,coast,verb,B1,,,,,,,,,,,,,,,,,,,,
code,A2,noun,code,noun,A1,,,,,,,,,,,,,,,,,,,,
colleague,A2,noun,colleague,noun,B2,Work and Jobs,,Personal identification,,,,,,,,,,,,,,,,,
collect,A2,verb,collect,verb,A1,,,,,,,,,,,,,,,,,,,,
column,A2,noun,column,noun,A2,,,,,,,,,,,,,,,,,,,,
comedy,A2,noun,comedy,noun,B1,Hobbies and pastimes,Arts,"Free time, entertainment",,,,,,,,,,,,,,,,,
comfortable,A2,adjective,comfortable,adjective,A2,,,,,,,,,,,,,,,,,,,,
comment,A2,noun,comment,noun,B1,,,,,,,,,,,,,,,,,,,,
comment,A2,noun,comment,verb,B2,,,,,,,,,,,,,,,,,,,,
communicate,A2,verb,communicate,verb,A2,,,,,,,,,,,,,,,,,,,,
community,A2,noun,community,noun,B2,,,,,,,,,,,,,,,,,,,,
compete,A2,verb,compete,verb,B1,,,,,,,,,,,,,,,,,,,,
competition,A2,noun,competition,noun,A2,,,,,,,,,,,,,,,,,,,,
complain,A2,verb,complain,verb,A2,,,,,,,,,,,,,,,,,,,,
completely,A2,adverb,completely,adverb,B1,,,,,,,,,,,,,,,,,,,,
condition,A2,noun,condition,noun,A2,,,,condition,verb,C1,,,,,,,,,,,,,,
conference,A2,noun,conference,noun,B2,Work and Jobs,,,,,,,,,,,,,,,,,,,
connect,A2,verb,connect,verb,B1,,,,,,,,,,,,,,,,,,,,
connected,A2,adjective,,,,,,,,,,,,,,,,,,,,,,,
consider,A2,verb,consider,verb,A2,,,,,,,,,,,,,,,,,,,,
contain,A2,verb,contain,verb,B1,,,,,,,,,,,,,,,,,,,,
context,A2,noun,context,noun,A2,Education,,Language,,,,,,,,,,,,,,,,,
continent,A2,noun,continent,noun,A2,Education,,Places,,,,,,,,,,,,,,,,,
continue,A2,verb,continue,verb,A2,,,,,,,,,,,,,,,,,,,,
control,A2,"noun, verb",control,noun,A2,,,,,,,,,,,,,,,,,,,,
control,A2,"noun, verb",control,verb,B1,,,,,,,,,,,,,,,,,,,,
cook,A2,noun,cook,noun,A1,Work and Jobs,,Personal identification,,,,,,,,,,,,,,,,,
cook,A2,noun,cook,verb,A1,,,,,,,,,,,,,,,,,,,,
cooker,A2,noun,cooker,noun,A2,,,"House and home, environment",,,,,,,,,,,,,,,,,
copy,A2,"noun, verb",copy,noun,A1,Education,,Services,,,,,,,,,,,,,,,,,
copy,A2,"noun, verb",copy,verb,A2,,,,,,,,,,,,,,,,,,,,
corner,A2,noun,corner,noun,A1,Objects and rooms,,"House and home, environment",,,,,,,,,,,,,,,,,
correctly,A2,adverb,correctly,adverb,A2,,,,,,,,,,,,,,,,,,,,
count,A2,verb,count,noun,B1,,,,,,,,,,,,,,,,,,,,
count,A2,verb,count,verb,A2,,,,,,,,,,,,,,,,,,,,
couple,A2,noun,couple,noun,A2,Family life,,Personal identification,,,,,,,,,,,,,,,,,
cover,A2,verb,cover,noun,A1,Objects and rooms,,Shopping,,,,,,,,,,,,,,,,,
cover,A2,verb,cover,verb,A2,,,,,,,,,,,,,,,,,,,,
crazy,A2,adjective,crazy,adjective,A2,,,,,,,,,,,,,,,,,,,,
creative,A2,adjective,creative,adjective,A2,,,,,,,,,,,,,,,,,,,,
credit,A2,noun,credit,noun,A2,Shopping,,Services,,,,,,,,,,,,,,,,,
crime,A2,noun,crime,noun,A2,"News, lifestyles and current affairs",,Relations with other people,,,,,,,,,,,,,,,,,
criminal,A2,noun,criminal,adjective,B2,,,,,,,,,,,,,,,,,,,,
criminal,A2,noun,criminal,noun,B1,"News, lifestyles and current affairs",,Relations with other people,,,,,,,,,,,,,,,,,
cross,A2,"verb, noun",cross,noun,A2,Books and literature,,,,,,,,,,,,,,,,,,,
cross,A2,"verb, noun",cross,verb,A2,,,,,,,,,,,,,,,,,,,,
crowd,A2,noun,crowd,noun,A2,"Things in the town, shops and shopping",,Travel,,,,,,,,,,,,,,,,,
crowded,A2,adjective,crowded,adjective,A2,,,,,,,,,,,,,,,,,,,,
cry,A2,verb,cry,noun,A1,,,,,,,,,,,,,,,,,,,,
cry,A2,verb,cry,verb,A2,,,,,,,,,,,,,,,,,,,,
cupboard,A2,noun,cupboard,noun,A2,,,"House and home, environment",,,,,,,,,,,,,,,,,
curly,A2,adjective,curly,adjective,B1,,,,,,,,,,,,,,,,,,,,
cycle,A2,"noun, verb",cycle,noun,B1,,,Travel,,,,,,,,,,,,,,,,,
cycle,A2,"noun, verb",cycle,verb,B1,,,,,,,,,,,,,,,,,,,,
daily,A2,adjective,daily,adjective,A2,,,,,,,,,,,,,,,,,,,,
daily,A2,adjective,daily,adverb,A2,,,,,,,,,,,,,,,,,,,,
danger,A2,noun,danger,noun,A2,"News, lifestyles and current affairs",,Travel,,,,,,,,,,,,,,,,,
dark,A2,noun,dark,adjective,A1,,,,,,,,,,,,,,,,,,,,
data,A2,noun,data,noun,B2,,,重複？,,,,,,,,,,,,,,,,,
dead,A2,adjective,dead,adjective,A2,,,,,,,,,,,,,,,,,,,,
deal,A2,verb,deal,noun,A2,Collocation,,Language,,,,,,,,,,,,,,,,,
deal,A2,verb,deal,verb,B1,,,,,,,,,,,,,,,,,,,,
dear,A2,exclamation,dear,adjective,A1,,,,,,,,,,,,,,,,,,,,
dear,A2,exclamation,dear,noun,B2,,,,,,,,,,,,,,,,,,,,
death,A2,noun,death,noun,A2,,,,,,,,,,,,,,,,,,,,
decision,A2,noun,decision,noun,B1,,,,,,,,,,,,,,,,,,,,
deep,A2,adjective,deep,adjective,B2,,,,,,,,,,,,,,,,,,,,
deep,A2,adjective,deep,adverb,A2,,,,,,,,,,,,,,,,,,,,
definitely,A2,adverb,definitely,adverb,B1,,,,,,,,,,,,,,,,,,,,
degree,A2,noun,degree,noun,A2,,,,,,,,,,,,,,,,,,,,
dentist,A2,noun,dentist,noun,A2,,,Personal identification,,,,,,,,,,,,,,,,,
department,A2,noun,department,noun,B1,Work and Jobs,,Services,,,,,,,,,,,,,,,,,
depend,A2,verb,depend,verb,A2,,,,,,,,,,,,,,,,,,,,
desert,A2,noun,desert,noun,A2,,,"House and home, environment",desert,verb,C1,,,,,,,,,,,,,,
